Company Name,ESG Rating,ESG Report Conclusion
Waters Corp2023,AAA," Waters aims to reduce GHG emissions by 35% by 2025 from a 2016 baseline . 8,000 EMPLOYEES operating directly in more than 35 countries, $3.0B in revenue in 2022 . 23% of our U.S. workforce is racially and/or ethnically diverse .  Waters Mass Spectrometry Imaging (MSI) instrumentation has the potential to serve as the foundation of a novel cancer screening method . Waters is developing new ways to improve the eficiency and safety of batteries . Waters maintains ISO 14001 Environmental Management System certification at four of its manufacturing facilities . Waters has not identified biodiversity as a material issue for its company .  Water used by the company is primarily drawn from municipal water sources . 92% of the water consumed at all Waters- operated manufacturing sites . Waters is committed to monitoring, reducing, and responsibly disposing of waste, including hazardous waste . Waters hosted its first enterprise-level internship program in 2022 .  Waters' approach to Diversity, Equity & Inclusion (DEI) is designed to shift mindsets, foster inclusive behaviors . Waters prohibits discrimination and harassment in its Global Code of Business Conduct and Ethics policy . Waters piloted the “on demand�?Voice of Employee, an engagement survey that leaders could initiate to collect team  perceptions in a structured way . Waters invested in leadership capability building through the Indomitable Leadership Program .  Waters received a score of 100 out of 100 on the 2022 Corporate Equality Index (CEI) Waters has created voluntary, employee-driven employee resource groups worldwide to foster a diverse and inclusive culture . Waters celebrated a global celebration for International Women’s Day and a cookbook for employees across the globe to share their cultures through food .  Waters' global Total Recordable Incident Rate (TRIR) is 0.45 . Waters had 17 lost time cases in 2022; in 2022, Waters had 0.21 . Waters has a special focus on supporting people of color and women in STEM . Waters also committed to respect human rights in accordance with  internationally accepted standards .  Asterisk has ISO CERTIFICATIONS in the Americas, Europe/UK, and the UK . Waters' Product Stewardship team works to ensure that our products comply with all applicable regulations regarding product use and safety . Waters provides mandatory compliance training to educate all employees, including part-time employees, about the requirements and obligations of the Code . Waters has a strict no retaliation policy in regard to any report made honestly and in good faith .  Waters is committed to the prevention of human traficking, forced labor, child labor, discrimination, harassment, and other human rights issues . Waters requires suppliers to undergo audits to maintain their ISO certifications . Waters has introduced cybersecurity training for all employees and launched an intranet page on data security to assist in their security efforts . Waters assess critical and non-critical suppliers . Waters believes we have a responsibility to be transparent in how we interact with civic and political institutions .  Waters chemistry revenues in 2022 were approximately $525 million (USD) Waters' Chromatography Data System may be deployed on non-Waters instruments through a licensing arrangement . Waters maintains a diversity program and evaluates suppliers�?ESG performance . Waters has industry-leading capabilities in the separation of molecules with our liquid chromatography columns .  Waters does not publicly discuss issues relating to anti-bribery and anti-corruption . Waters' manufacturing facilities are located in the U.S. Concern over climate change or plastics and packaging materials, in particular, may result in new or changes . Waters expects European fleet to be 95% hybrid or electric by the end of 2025 .  Waters does not publicly disclose tax obligations on  a per-country basis except as required by law . Waters Ireland 2022 (Wexford) Gender Pay Gap Report GRI 404: Training and Education Average hours of training per year per employee per employee . GRI 306: WASTE 2020: Waste Waste Waste Management and Recycling . ESG Report 58: Topic-Specific Disclosures: Social .  SART is a German-based company that has a history of trademark trademarking rights to the company that is based in Germany and Austria . Resol is a brand that has trademarked rights to Resolute and SART . Resolute has trademark rights to SART and Resolute ."
Wells Fargo & Co.2022,BB," Wells Fargo’s key ESG themes & focus areas include environmental sustainability, operational sustainability, corporate governance and ethics . Alignment with the United Nations Sustainable Development Goals   52 Sustainability Accounting Standard Board (SASB) Index . Wells Wells Fargo is focused  on increasing diverse representation at all levels, creating a more inclusive workplace . Wells Fargo established an enterprise-wide climate initiative to promote leadership connectivity and accountability .  Wells has reduced its paper consumption by 81% to 81% in the next five years . Wells Fargo contracted for 210 megawatts (MW) of new renewable energy generation across 13 states . Wells Wells Fargo has purchased carbon offsets to achieve carbon neutrality for Scope 1 and Scope 2 emissions since 2019 .  Wells Fargo met 100% of its electricity consumption with renewable energy in 2017 . The bank's goal is to transition to long-term renewable energy contracts . Wells Fargo invested $50 million in 13 African American Minority Depository Institutions . The Smarter CreditTM Center includes resources to help customers understand, build, and improve credit .  Wells Fargo Foundation's Financial Capability Grant Program helps people from diverse populations who are underbanked . In 2021, program participants saved  nearly $18 million and reduced debt by roughly $38.4 million . Wells Fargo launched the Wells Fargo Dream.Plan.Home.SM mortgage, which offers a down payment as low  as 3% to eligible buyers .  Wells Fargo has invested more than $13.2 billion in more than 600 wind, solar energy projects . The Wells Fargo Innovation Incubator (IN²) is a $50 million collaboration with the U.S. Department of Energy . Wells Fargo issued an Inclusive Communities and Climate Bond, its first sustainability bond, in 2021 .  Wells Fargo's culture is reinforced by a customer-centric focus, employee engagement and feedback . Minimum hourly pay range in the U.S. is $18 to $22, based on the cost of labor in each Wells Fargo market . Wells Fargo has invested $250 million in employee development .  Wells Fargo provides training on job-specific hazards at the time of an employee’s initial assignment . The We Care Fund grants emergency aid to employees facing disasters and other severe financial hardships . During the COVID-19 pandemic, close to 100,000 Wells Fargo employees never left the workplace to ensure customers were safe .  CEO Charlie Scharf’s reported compensation included a one-time award of restricted share rights with a grant date fair value of  $28,788,490 . Median employee annual total compensation (excluding CEO)2 USD 65,931 74,416 73,578 .  Wells Fargo is committed to strengthening its business for the future . The UN Sustainable Development Goals (SDGs) serves as a guide for integrating sustainability more deeply into the company’s report . The company reports on topics for the following  industry categories: Asset Asset, credit risk, and strategic risk .  Social, and Governance Report 2022 . Report,    Wells Fargo ESG Report, Governance, Corporate  Responsibility Committee Charter (PDF) Report, ESG Goals and Performance Data, . Executive  compensation Strategy, policies and practices . Executive compensation, pages 88-98 Wells Fargo Corporate Governance Guidelines . GRI 411: Rights of Indigenous Peoples 411-1: Incidents of violations involving rights of Indigenous peoples . Employment Benefits provided to full-time employees .  Wells Fargo Human Rights Impact Assessment and Actions in Response . Disclosures related to environmental sustainability, including disclosures related to the  Company’s resource consumption and greenhouse  gas emissions, as well as certain internal estimates  and assumptions, are based in part on third-party data .  Well Fargo is based on the Well Fargo principles of mortgage lending and real estate lending . The Well Fargo Principles of Real Estate Lending are based on principles of Well Fargo Lending, Servicing and Lending Principles . Resource Center, Military Resource Center and Mortgage Learning Center are resources for the LGBTQ community ."
Wells Fargo & Co.2024,BB," Wells Fargo ranked No. 34 on Fortune’s 2024 rankings of America's largest corporations . Wells Fargo has invested approximately $178B  $2.4B  in sustainable finance since 2021 . Wells Wells Fargo also works to improve the quality of lighting across its branches and other branches .  Wells Fargo has been meeting 100% of its electricity consumption with renewable energy . Wells Fargo also has the largest number of LEED-certified buildings in the U.S. Wells Fargo's goal is to be 100% renewable energy, with the majority of its energy purchases coming from new renewable energy projects . The report also includes purchased electricity and self-supplied electricity generated through Wells Fargo’s on-shore solar program .  Wells Fargo originated,  committed, advised, or facilitated approximately $178 billion in sustainable finance activities from 2021 to 2023 . Wells Fargo's goal is to deploy $500 billion of sustainable finance between 2021 and 2030 . The CDP climate questionnaire helps us better understand their emissions profile and approach to climate resiliency .  Wells Fargo served as the Senior Manager for the Washington Metropolitan Area Transit Authority’s sustainability  bonds, which totaled $797.8 million . Wells Fargo has capabilities to support clients in bringing  large-scale battery energy storage projects to the  grid . In 2023 we financed  more than one in six EV loans in the United States .  Wells Fargo has donated more than $650 million to address housing access and affordability . Well Fargo Foundation expanded its commitment to housing affordability through another $20 million competition . Larta Institute’s Venture Fellows program supported 14 early-stage startups with technical assistance, mentoring, access to capital, and legal services .  Palwasha. Palhasha. Alliance received a $1.5 million grant to assist organizations serving credit-insecure individuals in six states identified as credit deserts . Wells Fargo Foundation strategically supports nonprofits to help unbanked individuals find the resources and take the steps necessary to get to their financial goals .  Wells Fargo is dedicated to raising awareness of sustainable and social-impact opportunities and supporting employee engagement in their communities . Wells Fargo offers eligible employees 16 hours of paid volunteer time each year to serve their causes . In 2023, over 200 different different charities will receive over $14 million in employee service hours .  Approximately 13,400 managers participated in the program in 2023 . College apprenticeships and sophomore development opportunities �?aligned with nontraditional talent profiles �?allowed us to hire, retain, and upskill junior-level talent . Wells Fargo offers comprehensive benefits that focus on well-being �?physical, emotional, and financial .  Wells Fargo aims to reduce the stigma sometimes attached to mental health challenges and promote employee well-being . Well Life Stories highlights diverse employees sharing their unique experiences such as career journeys and health triumphs . Family building benefits include support for fertility treatments, adoption reimbursement, parental leave, and free breast milk shipping for employees .  Wells Fargo employees are expected to adhere to the Code of Conduct, Global Employee Handbook, and Company policies . The Risk Committee Oversees our company-wide risk management framework and independent risk management function . The Corporate Responsibility Committee provides primary oversight for significant strategies, policies, and programs related to social and public responsibility . Respecting human rights necessary .  Risk is the possibility of an event occurring that could  adversely affect our ability to achieve our strategic and business objectives . The composition of our Board reflects the diversity  of the communities we serve . Internal Audit validates  that the risk program is  adequately designed and functioning effectively . The Front Line is responsible for acting as an independent assurance function .  Wells Fargo established the Office of Consumer Practices in 2021 as a company-wide, consumer-focused advisory group . Wells Fargo:  Design our consumer products and services so that all customers are treated fairly . The cybersecurity team is responsible for protecting the  Company’s information systems, networks, and data, including customer and employee data .  Wells Fargo participates in the U.S. public policy arena on a wide range of issues that may impact the Company . The incident  response program includes notification,  escalation, and monitoring of networks for actual or potential attacks . Wells Fargo’s Corporate Responsibility Committee oversees significant government relations strategies, policies, and programs .  Wells Fargo has a Human Rights Assessment, Human Rights Statement, and Indigenous Peoples Statement . This document should not be used as a basis for trading in the  securities of the Company . Wells Fargo does not control this website . GHG Protocol requires restatement when changes in calculation methodology or improvements in the accuracy of emissions  factors or activity data significantly impact the  base year emissions data .  Wells Fargo recognizes that we have a responsibility to help address the many global challenges facing the communities we serve . The application of the SDGs is subject to change at any time and in our sole  discretion . Wells Fargo does not disclose total monetary losses as a result of legal proceedings associated with financial industry laws .  Wells Fargo does not disclose total monetary losses as a result of legal proceedings associated with professional integrity, including duty of care . Wells Fargo provides information regarding material legal matters in accordance with SEC requirements and U.S. GAAP in its Annual Report . The information cited in the index relates to Wells Fargo company-wide as of or for the year ended December 31, 2023 .  Wells Fargo provides information regarding material legal matters in its Annual Report and applicable SEC filings . Risk is Managed by Everyone, risk is managed by everyone . Table includes the Role of the . Annual Independent Chair Selection GRI Disclosure Number GRI disclosure Location . Wells Fargo 2023 Climate Report, Strategy Statement of Greenhouse Gas Emissions, GRI 305: Emissions 305-1 Direct (Scope 1) GHG emissions .  Wells Fargo is focused on solar, onshore and offshore wind power, Geothermal, small hydropower and biofuels . Financing of manufacturers that exclusively support clean transportation . Energy-efficiency upgrades for new or existing commercial and multifamily buildings meeting any of the following certifications . Wells Fargo provides information regarding material legal matters in accordance with SEC requirements and U.S. GAAP in its Annual Report .  The bond is not designated by Dealogic or Bloomberg as a green bond, social bond, sustainability bond,  transition bond, or sustainability-linked bond . The facility does not explicitly  Committed amount (limit at execution) The bond does not qualify as green bond or social bond .  KPMG LLP reviewed management of Wells Fargo & Company’s assertion on page 75 of the Wells Fargo Sustainability & Governance Report . Wells Fargo asserts approximately $178 billion in sustainable finance activities have been originated, committed, advised, or facilitated by Wells Fargo during the calendar years 2021, 2022, and 2023 . July 19, 2024 is the date of the death of 77 people who died in July 1918 in New York City ."
Welltower Inc.2020,A," This document contains “forward-looking statements�?as defined in the Private Securities Litigation Reform Act of 1995 . Forward-looking statements are not guarantees of future performance and involve risks and uncertainties . This may be a result of various factors, including the successful completion of the transactions; the duration and scope of the COVID-19 pandemic . Welltower’s ability to transition or sell properties with profitable results .  Welltower is a Real Estate Investment Trust (REIT) that provides real estate capital to leading seniors housing operators, post-acute  care providers, and health systems . Shifted to a flexible schedule that included work from home arrangements and a $300 equipment stipend for corporate employees . Hosted informational sessions for operators to hear experts provide best practice guidance .  Welltower has a goal to reduce greenhouse gas emissions, energy, and water usage 10% by 2025 . The key metric and target related to Welltower’s climate related risks is tracking of Scope 1, Scope 2, and Scope 3 greenhouse  gas emissions . The GRI Index can be found  on pages 43-51 .  Welltower used 33,00,000 kilowatt-hours of green power across its portfolio last year . The Balfour at Brookline will open in 2023 in Brookline, Massachusetts . Welltower has partnered with Shaw to purchase  Cradle to Cradle (C2C) carpet products that are 100% recyclable . C2C carpet products do not contain any chemicals known to pose risk to human health .  Welltower is using COVID-19 to track and analyze energy, water and waste data for medical office buildings and senior living communities . The Welltower Foundation will provide education and opportunities for low-deductible and low-premier health insurance options for fixed-income residents .  The diversity and Inclusion Council’s mission is to foster a shared culture at Welltower that promotes the goals of accepting, respecting, and valuing differences . Approximately 40%  of our Leadership Team made up of women and minorities . 87% of EMPLOYEES PARTICIPATED in a ""BUILDING AN INCLUSIVE WORKPLACE""  WELL+Being offers fitness classes, gym membership reimbursements, healthy meal options, stress relief programs and seminars . Welltower had zero work-related  fatalities for employees and contractors in 2020 . The AVP position is located  within Welltower’s Finance Department and has a direct line to the Chief Financial Officer .  Welltower uses a sustainable model to monitor water usage, including benchmarking, high-efficiency fixtures, and low-flow plumbing . To date in 2020, we have executed 580 green leases representing over 1.66 million square feet of medical office space . Operations in the UK, accounting for 10% of Welltower’s total revenue as of  December 31, 2020 .  There were no critical concerns  in 2020 . No Welltower employees are currently employed by Welltower . The US Department of Health and Human Services allowed for senior  living facilities to apply for CARES Act Provider Relief Fund . Welltower did not incur any fines or settlements related to anti-competitive practices .  LR’s opinion formed on the basis of a limited level of assurance2 and at the materiality of the professional judgement of the verifier . Reviewing whether the Report has taken account of: Service sector guidelines, Reviewing the accuracy and reliability of data and information for only selected indicators listed below . Water use Intensity (kWh/sq.ft.) is 50 . Electric & Natural Gas Use Intensity  is 24.66 - GHG Emissions Intensity is 6.08 .  The company should ensure that all outpatient medical buildings within its control boundary enter their data into Portfolio Manager . Welltower's Employee Demographics for CY 2020:  Hispanic or Latino 7.05% Asian 4.53% Black or African American 7.30%  Others 1.26%  White 79.85%  English version of this article is only valid when published with the Report to which it refers . English version only valid in English language . Person is not liable for any loss, damage or expense caused by reliance on the information or advice of the person for any use of this document ."
Welltower Inc.2021,AA," 2021 was a year of significant advances in  our environmental, social and governance standards, in response to both  investor expectations and employee engagement . 100% of outpatient medical buildings have recycling programs . 97% of employees completed ESG aligned courses. 97%  completed ESG aligned courses .  Welltower Foundation  with its first gift of $250,000 to Alzheimer’s Association . Launched Green Arrow Building  Certification Program 2015 . Implemented green leases in our  outpatient medical portfolio . Achieved 55% female and minority independent director leadership on the  Board of Directors .  Cathedral Hill is a new luxury senior living  community in coalition with Related Companies . The property was designed with efficiency  in mind and utilizes ENERRY STAR certified appliances, low flow and low flow . Welltower has 44 ENERGY STAR certified properties  +13 from 2020 �?.  Welltower has given $326,000+ in CHARITABLE GRANTS and $62K+ in tuition reimbursement and student loan reimbursement . Well+BEING offers fitness classes, gym membership reimbursements, stress relief programs, seminars and health screenings . 99% of employees received professional training .  Jeffrey H. Donahue served as a director since 1997 . Jeffrey retired from the Board on May 23, 2022 and did not stand for election at the 2022 Annual Meeting of Shareholders . Climate change is a short-term concern for the well-resourced Welltower .  The Assistant Vice President of Capital Markets & ESG of Welltower makes regular  reports to the Nominating/Corporate Governance Committee of the Board . Develop and deploy Disaster Recovery plans, which includes identifying critical business functions, holding stakeholder  interviews and producing key policies and procedures . Lower cost of capital from Green Bond proceeds used to support integration of  advanced systems and technologies .  Welltower is eligible to reapply every three years for Green Lease Leader distinction . CEO's annual compensation ratio will be increased in 2022 . No significant restatements of information have been restated . Welltower did not incur any material fines or settlements related to anti-competitive practices .  LRQA commissioned by Welltower Inc. to provide independent assurance of its greenhouse gas emissions inventory and Sustainability Data for calendar year (CY) 2021 against the assurance criteria below . The properties are owned in that reporting year, not under construction, and owned in the reporting year .  LRQA was commissioned by Welltower Inc. to provide independent assurance of its greenhouse gas (GHG) emissions inventory and inventory . GHG emissions were limited to: Business Travel, Employee Commuting, Downstream Leased Assets, and Waste Generated in Operations for approximately 20% of properties .  Sustainability Data for calendar year (CY) 2021 . Reviewing whether the Report has been based on World Resources Institute / World Business Council for Sustainable Development Greenhouse Gas Protocol . Welltower should consider including estimated fugitive GHG emissions from refrigeration and air conditioning equipment .  Data; and o  Safety Metrics. Operations . Operations for approximately 20% of properties . Data and Operations for about 20%  of properties in the U.S. Data; . and o Safety Metric. Operations. Operations; and . Data. and Operations ."
Welltower Inc.2022,AAA," This year marks the publishing of Welltower’s 11th Annual Environmental, Social and Governance Report . Goals and targets described in this Report are aspirational and not guarantees or promises that the goals or targets will be met . 90% of our Board consists of women and racially/ethnically diverse individuals, including the Independent  Chair of the Board .  Increased year over year employee volunteer hours by over 10% in 2022 . Issued a $550 million green bond in 2022 (for a total of $1.05B in outstanding green  bonds) Attained ENERGY STAR Partner of the Year at the Sustained Excellence Level in recognition of our commitment to energy efficient buildings . Added 48 net new employees in 2022, a 10%+ expansion of the Welltower team .  Set a new   SCIENCE-BASED TARGET! 12.2% Scope 1 & 2 GHG Emissions Intensity Reduction Over  2018 Baseline 11% Control Boundary Energy Saved Over 2018 Baselines . Achieved original emissions reduction goal 2 years ahead of schedule . Doubled our green power purchasing compared to the prior year . Offset over 51,000 MWh of electricity usage with 100% renewable energy credits . Reduced Scope 1 and 2 emissions intensity by 6.8% from 2021 to 2022 .  Tasman East Senior Housing is a 190-unit development in Silicon Valley, CA . The Welltower goal is to reduce water usage by 10% within the boundary of its control by 2025 over a 2018 water use limit . In 2022,  we diverted 19% or 10,025 tons of waste from landfills .  $995K+ in employee training in 2022*   (+22% over 2021) $102K in tuition and student loan reimbursement . 98% of employees received professional training; 95% received ESG training . Welltower has been honored by the Women's Forum of New York in 2021 and 2023 for the ratio of women on our board .  Risks are categorized into one of four areas: Financial, Compliance, Operational and Operational . Climate-related risks include heat stress, water stress, wildfire risk, flood risk, hurricanes and typhoons . The Sharon Oster Scholarship will be awarded annually to a female Welltower intern attending graduate school .  Welltower’s management team identifies and assesses information security risks using industry practices aligned to recommendations from the National Institute of Standards and Technology (NIST) Majority of assets located outside of coastal and other high-risk areas . Avoid developing in the 100-year .  Waste (controls) increased to  1,883 11% Waste Diversion Rate 17.7% Welltower defines its control boundary using the financial control approach . Miles traveled per employee are calculated using the following assumptions: i. Employees commute round trip, 48 weeks per year, 5 days per week . Exclusions: NYC employees since they generally take mass transit .  Welltower’s MOB: 0.42%,  SHO: 0 .40% (2) N/A IF_RE_410a.2 15, 16 Discussion of approach to measuring,  incentivizing, and improving  sustainability impacts of tenants . CEO Letter: As of December 31, 2022, no  Welltower employees were subject to subjectivity .  The Report has been approved by, and remains the responsibility of Welltower . LRQA Group Limited, its affiliates and subsidiaries, and their respective officers, employees or agents are, individually and collectively, referred to in this clause as 'LRQA' Verifying historical GHG emissions and Sustainability data and records at an aggregated level for CY 2022 .  Verification of historical and environmental data and records is required . Sustainability data and reassurance of the environment are required . Verification of historical and environmental data and records must be verified by the author of the book . The book will be published in September 2015 ."
Welltower Inc.2023,AA," This Report contains “forward-looking statements�?as deﬁned  in the Private Securities Litigation Reform Act of 1995 . Goals and targets described in this Report are aspirational and not guarantees or promises that the goals or targets will be met . Numbers and percentages included in the Report are estimates or approximations and may be based on assumptions that are subject to change in the future .  Welltower has utilized 100% of $1.04B in net proceeds from green bonds due 2027 and 2032 . Set science-based emissions  reduction target . Achieved 55%  female and minority  independent director  leadership on the  Board of Directors .  Welltower is proud to  have been named an ENERGY STAR® Partner of the Year for the ﬁfth  consecutive year . As of May 2024: 29 PROJECTS completed  $330K PROJECTED ANNUAL SAVINGS . In partnership with UgMO, Welltower installs underground water sensors on irrigation systems to reduce water consumption .  96% of Employees received   Professional Training 96% received ESG Training 4.8/5 Leadership Coaching Session . 228 Employees completed 475  Courses (740 hours) through the Mentorship Program . Welltower’s new operating platform is the ﬁrst of its kind in the industry .  Philip Hawkins did not stand for re-election at the 2024 Annual Meeting . 80% Board Committees  Chaired by Women or Minority Directors . Welltower believes in promoting physical, mental, social, and financial well-being . Continued to achieve MSCI ESG Rating Level A or above 1 1 Achieved Level AA Increase GRESB Score by three points .  Welltower uses Moody’s Risk  Management Solutions Climate on Demand platform to identify and measure potential climate risk exposure . The ultimate goal is to determine how we can proactively prevent property damage and loss before extreme weather events occur . Changes in water supply and demand could result in reduced water supply, increased water costs, and erosion of social license to operate  and/or reputation .  Welltower’s insurance policies substantively cover weather-related events . Assess risk for new development projects and specify appropriate equipment, systems and procedures to mitigate risk . Facilitate an annual hurricane season kick-off to review  plans and procedures with property managers . Leverage lower cost of capital from Green Bond proceeds to support integration of new, advanced systems and technologies .  Renewable energy (KWh) -34.9% -7.5% . Water (gallons) -1,645,504,620 - 1,074,186,374 . Welltower throughout the entirety of calendar year 2023 are included in the entity's reporting boundaries and portfolio composition for this reporting year .  LRQA commissioned by Welltower Inc. to provide independent assurance of its greenhouse gas emissions inventory and ESG data for the calendar year (CY) 2023 . Welltower did not receive financial assistance from government . The company has a portfolio of 650,036 sqft. receive ﬁnancial assistance from the government .  LRQA implements and maintains a comprehensive management system that meets accreditation requirements for ISO 14065 Greenhouse gases . Welltower has determined that the conditions requiring base year . have been met and base year adjustment is necessary at this time . The outcome of all verification and certification assessments is then internally assessed .  Mystery solved in solving a mystery by solving it with solving the puzzle of the universe . Have you ever solved a mystery? Email us at http://www.dailymailonline.com/suspect/dailymail/newsletter/news/storyline-storyline ."
"West Pharmaceutical Services, Inc.2020",AAA," West Pharmaceutical Services, Inc. is a leading provider of innovative, high-quality injectable solutions and services . With almost 10,000 team members across 50  sites worldwide, West helps support our customers by delivering over 40 billion components and devices each year . Environmental,  Social and Governance (ESG) initiatives are embedded in our long-term business strategy .  West is now a signatory  to the Task Force on Climate-related Financial Disclosures (TCFD)  Global waste was landfill free in 2020, an improvement from 52% in 2019 . West has a goal of reducing our absolute emissions  by 10% over 5 years (2019 �?2023)  30% of West's Executive Leadership Team are women, with 50% being women or people of color . 43% of the total U.S. workforce comes from minority backgrounds . 37% of our global team members are female . West has donated over $1 million to  organizations providing COVID-19 relief, including the American Red Cross, the Food Bank in Waterford, Ireland and Banco de Alimentos in Puerto Rico .  West is expanding resources dedicated to its data privacy program and educating team members on protecting against cyber threats . The ERM framework ensures the delivery of products and services at acceptable predefined levels following any disruption . The number of jurisdictions where data privacy laws have been or will be implemented is constantly increasing .  West’s baselines are based on 2018 Scope 1&2 Energy consumption data and 2018 absolute CO2 emissions . West. starts with a value system and a principles-based approach to doing business . This means operating in ways that meet fundamental responsibilities in the areas of human rights, labor, environment and anti-corruption ."
"West Pharmaceutical Services, Inc.2021",AAA," West Pharmaceutical Services, Inc. is a leading provider of innovative, high-quality injectable solutions and services . The company was recognized as a top ESG performer by Barron's and Newsweek in 2021 . West’s six Contract Manufacturing sites recycled 97% of their total waste in 2021.  2021 continued to demand historic growth in production for West . MSCI’s  highest ESG fund rating of AAA places West as a leader within the top 5% of the companies within their  healthcare equipment and supplies industry category . West is a signatory to the Task Force on Climate-related Financial Disclosures (TCFD) affirms our commitment to fiscal transparency .  West without Borders* has raised millions of dollars since its inception in 2004 . 36% of STEM roles worldwide are held by women . 43% of senior leaders at West are women and minorities . In 2021,  Corporate and Foundation giving reached over $3 million, including $200k to the World Health Organization's Just Breathe  India COVID-19 .  West expanded its global team dedicated to supporting data privacy and educating team members on protecting against cyber threats . West held its annual Compliance and Ethics Awareness Week with a focus on cybersecurity, third-party management and ESG topics . West continued to reinforce efforts to build and  maintain a culture of integrity .  West’s baselines are based on 2018 . Energy consumption (kWh) 431,325,676 457,832,230 GRI 302-3 ENERGY INTENSITY2,3 Energy Intensity Factor 10.33 10.13 GRI 305-1 Direct (SCOPE 1) GHG EMISSIONS (Tons CO2 Equivalent) 29,543 31,310 (Scopes 1) Total CO2 Emissions (Metric Tons CO 2 Equivalent): 120,858  Agency (IEA) GRI Index . impacts are immaterial unless specifically noted in the report . Emissions factors conversion conversion sources: Emission Factors conversion, Emissions Factors conversion . IRA Index Index is based on the IRA's GRI index, which shows how emissions emissions are related to climate change ."
"West Pharmaceutical Services, Inc.2022",AA," West has committed to  joining other organizations worldwide by setting emissions reduction targets grounded in science through the Science-Based Targets initiative (SBTi) West is traded on the New York Stock Exchange (NYSE: WST) and is included in the Standard & Poor’s 500 index . West generated $2.89 billion in net sales in 2022 . 50 locations with  25 manufacturing sites with 25 manufacturing plants, 50 manufacturing sites, $47 billion components, and  West’s 2030 targets are expected to include:50% renewable electricity, 40% reduction of absolute emissions by 40% and eliminate up to 100% of operational waste to landfill . West takes a concerted, cooperative approach with customers and other stakeholders to work together to help each of us most efficiently achieve our ESG targets .  West partners with Disability Solutions to offer Fireside Chat and HR/Manager webinars . The EXDI Team also partnered with Diversity and Talent to create a Virtual Employee Resource Center . 34%  with STEM,  engineering, math degrees are women (globally) 34% of team members  with Science, Technology, Engineering, Math degrees are  women .  The theme of West’s Global Quality Week in 2022 was “The ABCs of a Quality Culture�?Westpharma.com released an updated and refreshed Code to our global team members . In 2022, West did  not suffer any known cybersecurity breaches . Realized a 9% improvement  in final reject rate over 2021 in elastomer manufacturing .  West’s baselines are based on 2018 Scope 1&2 Energy consumption data and 2018 absolute CO2 emissions . Security Operations Center monitoring applications and infrastructure on a 24/7 basis . The call should be made to the National Suicide Prevention Lifeline at 1-800-273-8255 ."
"West Pharmaceutical Services, Inc.2023",AA," West exceeded its GHG emissions reduction target of 10% by just over 3.6% . West is 78.8% landfill free, slightly below our goal of 85%, but committed to reach our 100% target by 2030 . West generated $2.95 billion in net sales in 2023 . The Eagles and West will plant 20 trees for each successful field goal throughout the Eagles�?season .  West must continue embedding  Diversity, Equity and Inclusion strategies across the entire Employee Experience . 62% of new hires in 2023 were U.S. People of Color and 36% of global team members are female . The company has diverted 78.8% of its waste from landfill . Its goal is to be 100% landfill free by 2030 .  In 2023, larger programs that will showcase West as  a global philanthropic leader will be unveiled . Corporate Giving donations totaled $2.75 million . West achieved a 21% decrease (i.e., improvement) in our 2023 Serious Injury Rate (SIR) as compared  to our baseline year in 2022 .  West has programs and processes in place to maintain adherence to all applicable data privacy regulations . Producing high-quality, ready-to-use packaging components has always been a strength of West . West’s baselines are based on 2018 Scope 1&2 Energy's baselines .  The rate of recordable work-related injuries is 0.67  0.74 1 . The number of fatalities as a result of work related injury 0 0 . The rate  of record-able work related injuries 0 . 0.66 1 . 2018 absolute CO2 emissions ."
Western Digital Corp.2021,BBB," Western Digital was named one of the 2020 World’s  Most Ethical Companies by Ethisphere . The company recently launched a human rights impact assessment, consistent with the UN Guiding Principles on Business and Human Rights . Western Digital organized more than $2.7M in employee and corporate donations to nonprofit organizations .  The same as other companies' . the same as . other companies . The company says it is not the same . as other . companies' policies . The companies say their policies are . the . same as those of other companies�?. companies . the company says its policies are 'the same as others' policies'"
